trainer_id,trainer_name,variants,location_count,locations,normal_team_preview,hardcore_team_preview
422,Gentleman Arthur,hardcore|normal,1,S.S. Anne 1F Room 5 [stage=2],Mabosstiff Lv26 | Zangoose Lv25,Mabosstiff Lv26 | Zangoose Lv25
423,Gentleman Tucker,hardcore|normal,1,Vermilion City Gym [stage=3],Electabuzz Lv29,Alakazam Lv101 | Farfetch’d Lv103 | Swanna Lv102 | Pikachu Lv102 | Dugtrio Lv103
432,Rival Blue,hardcore|normal,1,Silph Co. 7F [stage=6],Staraptor Lv101 | Kingambit Lv102 | Jumpluff Lv102 | Darmanitan Lv102 | Blastoise Lv103,Azelf Lv103 | Celesteela Lv103 | Electivire Lv103 | Jumpluff Lv103 | Darmanitan Lv103 | Blastoise Lv103
433,Rival Blue,hardcore|normal,1,Silph Co. 7F [stage=6],Staraptor Lv101 | Kingambit Lv102 | Azumarill Lv102 | Darmanitan Lv102 | Venusaur Lv103,Azelf Lv103 | Celesteela Lv103 | Electivire Lv103 | Gorebyss Lv103 | Darmanitan Lv103 | Venusaur Lv103
434,Rival Blue,hardcore|normal,1,Silph Co. 7F [stage=6],Staraptor Lv101 | Kingambit Lv102 | Jumpluff Lv102 | Azumarill Lv102 | Charizard Lv103,Azelf Lv103 | Jumpluff Lv103 | Celesteela Lv103 | Electivire Lv103 | Gorebyss Lv103 | Charizard Lv103
435,Rival Blue,hardcore|normal,1,Route 22 [stage=15],Staraptor Lv103 | Kingambit Lv101 | Azumarill Lv103 | Iron Moth Lv102 | Sneasler Lv103 | Blastoise Lv103,Zapdos Lv103 | Ferrothorn Lv103 | Celesteela Lv103 | Basculegion Lv103 | Goodra Lv103 | Blastoise Lv103
436,Rival Blue,hardcore|normal,1,Route 22 [stage=15],Staraptor Lv103 | Kingambit Lv101 | Darmanitan Lv103 | Iron Bundle Lv102 | Sneasler Lv103 | Venusaur Lv103,Iron Hands Lv103 | Kingambit Lv103 | Primarina Lv103 | Chandelure Lv103 | Hydreigon Lv103 | Venusaur Lv103
437,Rival Blue,hardcore|normal,1,Route 22 [stage=15],Staraptor Lv103 | Kingambit Lv101 | Sandy Shocks Lv103 | Azumarill Lv102 | Sneasler Lv103 | Charizard Lv103,Charizard Lv103 | Garchomp Lv103 | Sunflora Lv103 | Zamazenta Lv103 | Gliscor Lv103 | Latias Lv103
438,Champion Blue,hardcore|normal,1,Pokemon League [stage=16],Pheromosa Lv85 | Metagross Lv85 | Koraidon Lv85 | Yveltal Lv85 | Eternatus Lv85 | Ditto Lv85,Kyogre Lv103 | Swampert Lv103 | Eternatus Lv103 | Necrozma Lv103 | Arceus Lv103 | Walking Wake Lv103
439,Champion Blue,hardcore|normal,1,Pokemon League [stage=16],Pheromosa Lv85 | Metagross Lv85 | Miraidon Lv85 | Yveltal Lv85 | Eternatus Lv85 | Ditto Lv85,Kyogre Lv103 | Swampert Lv103 | Walking Wake Lv103 | Eternatus Lv103 | Xerneas Lv103 | Arceus Lv103
440,Champion Blue,hardcore|normal,1,Pokemon League [stage=16],Pheromosa Lv85 | Metagross Lv85 | Miraidon Lv85 | Yveltal Lv85 | Eternatus Lv85 | Ditto Lv85,Groudon Lv103 | Gouging Fire Lv103 | Koraidon Lv103 | Arceus Lv103 | Xerneas Lv103 | Eternatus Lv103
441,Channeler Patricia,hardcore|normal,1,Pokemon Tower 3F [stage=3],Haunter Lv35,Haunter Lv35
442,Channeler Carly,hardcore|normal,1,Pokemon Tower 3F [stage=3],Ceruledge Lv39,Ceruledge Lv39
443,Channeler Hope,hardcore|normal,1,Pokemon Tower 3F [stage=3],Banette Lv36,Banette Lv36
444,Channeler Paula,hardcore|normal,1,Pokemon Tower 4F [stage=3],Brambleghast Lv36,Brambleghast Lv36
445,Channeler Laurel,hardcore|normal,1,Pokemon Tower 4F [stage=3],Haunter Lv36 | Misdreavus Lv37,Haunter Lv36 | Misdreavus Lv37
446,Channeler Jody,hardcore|normal,1,Pokemon Tower 4F [stage=3],Dusclops Lv37,Dusclops Lv37
447,Channeler Tammy,hardcore|normal,2,Pokemon Tower 5F [stage=3]; Route 12 [stage=9],Mimikyu Lv36,Mimikyu Lv36
448,Channeler Ruth,hardcore|normal,1,Pokemon Tower 5F [stage=3],Doublade Lv38,Pincurchin Lv102 | Grimmsnarl Lv103 | Drifblim Lv103 | Cresselia Lv103 | Polteageist Lv103
449,Channeler Karina,hardcore|normal,1,Pokemon Tower 5F [stage=3],Jellicent Lv37,Jellicent Lv37
450,Channeler Janae,hardcore|normal,1,Pokemon Tower 5F [stage=3],Golett Lv38,Golett Lv38
451,Channeler Angelica,hardcore|normal,1,Pokemon Tower 6F [stage=3],Haunter Lv37 | Lampent Lv39 | Shedinja Lv37,Haunter Lv37 | Lampent Lv39 | Shedinja Lv37
452,Channeler Emilia,hardcore|normal,1,Pokemon Tower 6F [stage=3],Xatu Lv37,Xatu Lv37
453,Channeler Jennifer,hardcore|normal,1,Pokemon Tower 6F [stage=3],Chimecho Lv39,Chimecho Lv39
454,Burglar Max,hardcore|normal,1,Pokemon Mansion 4F [stage=15],Qwilfish Lv101 | Wugtrio Lv101 | Magcargo Lv101 | Hydrapple Lv101 | Fezandipiti Lv101,Qwilfish Lv101 | Wugtrio Lv101 | Magcargo Lv101 | Hydrapple Lv101 | Fezandipiti Lv101
455,Burglar Anson,hardcore|normal,1,Pokemon Mansion 4F [stage=15],Shiftry Lv101 | Okidogi Lv101 | Munkidori Lv101 | Scream Tail Lv101 | Persian Lv101,Shiftry Lv101 | Okidogi Lv101 | Munkidori Lv101 | Scream Tail Lv101 | Persian Lv101
462,Channeler Amanda,hardcore|normal,1,Saffron City Gym [stage=8],Dusclops Lv54 | Cofagrigus Lv55,Dusclops Lv54 | Cofagrigus Lv55
463,Channeler Stacy,hardcore|normal,1,Saffron City Gym [stage=8],Armarouge Lv54,Armarouge Lv54
464,Channeler Tasha,hardcore|normal,1,Saffron City Gym [stage=8],Gengar Lv55 | Xatu Lv54 | Froslass Lv53,Gengar Lv55 | Xatu Lv54 | Froslass Lv53
465,Hiker Jeremy,hardcore|normal,1,Route 9 [stage=3],Machop Lv30 | Stunfisk Lv30,Machop Lv30 | Stunfisk Lv30
466,Picnicker Alma,hardcore|normal,1,Route 13 [stage=9],Tangrowth Lv104 | Chansey Lv104 | Chandelure Lv104 | Altaria Lv104,Krookodile Lv101 | Tangrowth Lv101 | Chansey Lv101 | Chandelure Lv101 | Altaria Lv101
467,Picnicker Susie,hardcore|normal,1,Route 13 [stage=9],Shiftry Lv104 | Goodra Lv104 | Espeon Lv104 | Arcanine Lv104 | Alcremie Lv104,Shiftry Lv101 | Goodra Lv101 | Sylveon Lv101 | Heatran Lv101 | Alcremie Lv101
468,Picnicker Valerie,hardcore|normal,1,Route 13 [stage=9],Weepinbell Lv56 | Ursaring Lv57,Weepinbell Lv56 | Ursaring Lv57
469,Picnicker Gwen,hardcore|normal,1,Route 13 [stage=9],Nidorina Lv57 | Eevee Lv57 | Prinplup Lv57 | Riolu Lv57,Nidorina Lv57 | Eevee Lv57 | Prinplup Lv57 | Riolu Lv57
470,Biker Virgil,hardcore|normal,1,Route 17 [stage=9],Klinklang Lv54 | Seismitoad Lv54 | Bouffalant Lv55,Klinklang Lv54 | Seismitoad Lv54 | Bouffalant Lv55
471,Camper Flint,hardcore|normal,1,Route 25 [stage=2],Farfetch’d Lv18 | Skwovet Lv20,Farfetch’d Lv18 | Skwovet Lv20
472,Picnicker Missy,hardcore|normal,1,Route 20 [stage=10],Clodsire Lv64 | Gastrodon Lv64,Clodsire Lv64 | Gastrodon Lv64
473,Picnicker Irene,hardcore|normal,1,Route 20 [stage=10],Tentacruel Lv62 | Swanna Lv63 | Dewgong Lv63,Tentacruel Lv62 | Swanna Lv63 | Dewgong Lv63
474,Picnicker Dana,hardcore|normal,1,Rock Tunnel 1F [stage=3],Zorua Lv34 | Clobbopus Lv35 | Golduck Lv35,Ribombee Lv101 | Bouffalant Lv102 | Clawitzer Lv103 | Rampardos Lv103 | Magmortar Lv103
475,Picnicker Ariana,hardcore|normal,1,Rock Tunnel 1F [stage=3],Gloom Lv33 | Chatot Lv33 | Luxio Lv31 | Roselia Lv35,Gloom Lv33 | Chatot Lv33 | Luxio Lv31 | Roselia Lv35
476,Picnicker Leah,hardcore|normal,1,Rock Tunnel 1F [stage=3],Doduo Lv34 | Poliwhirl Lv35,Doduo Lv34 | Poliwhirl Lv35
477,Camper Justin,hardcore|normal,1,Route 12 [stage=3],Darmanitan Lv104 | Sandslash Lv104 | Conkeldurr Lv104,Darmanitan Lv101 | Cetitan Lv101 | Conkeldurr Lv101 | Gengar Lv101
478,Picnicker Yazmin,hardcore|normal,1,Route 15 [stage=9],Weepinbell Lv57 | Leavanny Lv57 | Alcremie Lv58,Weepinbell Lv57 | Leavanny Lv57 | Alcremie Lv58
479,Picnicker Kindra,hardcore|normal,1,Route 15 [stage=9],Eldegoss Lv57 | Flapple Lv58 | Venomoth Lv56,Eldegoss Lv57 | Flapple Lv58 | Venomoth Lv56
480,Picnicker Becky,hardcore|normal,1,Route 15 [stage=9],Raichu Lv57 | Raichu Lv58,Raichu Lv57 | Raichu Lv58
481,Picnicker Celia,hardcore|normal,1,Route 15 [stage=9],Delcatty Lv58,Delcatty Lv58
482,Gentleman Brooks,hardcore|normal,1,S.S. Anne 1F [stage=2],Dartrix Lv101 | Simisage Lv101 | Wigglytuff Lv101,Decidueye Lv103 | Simisage Lv103 | Wigglytuff Lv103
483,Gentleman Lamar,hardcore|normal,1,S.S. Anne 2F Room 4 [stage=2],Ponyta Lv27 | Herdier Lv26,Ponyta Lv27 | Herdier Lv26
484,Twins Eli & Anne,hardcore|normal,1,Route 8 [stage=3],Swinub Lv36 | Espurr Lv37,Swinub Lv36 | Espurr Lv37
485,Cool Couple Ray & Tyra,hardcore|normal,1,Victory Road 3F [stage=16],Nidoqueen Lv85 | Nidoking Lv85,Darmanitan Lv103 | Scrafty Lv103 | Copperajah Lv103 | Runerigus Lv103 | Dragalge Lv103 | Vikavolt Lv103
486,Young Couple Gia & Jes,hardcore|normal,1,Route 12 [stage=3],Toxtricity Lv38 | Toxtricity Lv38,Toxtricity Lv38 | Toxtricity Lv38
487,Twins Kiri & Jan,hardcore|normal,1,Route 14 [stage=9],Cinderace Lv56 | Inteleon Lv56,Cinderace Lv56 | Inteleon Lv56
488,Crush Kin Ron & Mya,hardcore|normal,1,Route 15 [stage=9],Grapploct Lv58 | Sirfetch’d Lv58,Grapploct Lv58 | Sirfetch’d Lv58
489,Young Couple Lea & Jed,hardcore|normal,1,Route 16 [stage=3],Rapidash Lv40 | Ninetales Lv40,Rapidash Lv40 | Ninetales Lv40
490,Sis And Bro Lia & Luc,hardcore|normal,1,Route 19 [stage=10],Vaporeon Lv64 | Mantine Lv64,Vaporeon Lv64 | Mantine Lv64
491,Sis And Bro Lil & Ian,hardcore|normal,1,Route 21 North [stage=10],Crawdaunt Lv64 | Sharpedo Lv65,Crawdaunt Lv64 | Sharpedo Lv65
518,Crush Girl Sharon,hardcore|normal,1,Kindle Road [stage=17],Grapploct Lv103 | Gallade Lv103 | Darmanitan Lv103 | Nidoking Lv103,Grapploct Lv103 | Gallade Lv103 | Darmanitan Lv103 | Nidoking Lv103
519,Tuber Amira,hardcore|normal,1,Bond Bridge [stage=17],Palossand Lv103 | Crawdaunt Lv103 | Mantine Lv103 | Swanna Lv103 | Whiscash Lv103,Palossand Lv103 | Crawdaunt Lv103 | Mantine Lv103 | Swanna Lv103 | Whiscash Lv103
523,Aroma Lady Nikki,hardcore|normal,1,Bond Bridge [stage=17],Sableye Lv103 | Tangrowth Lv103 | Blissey Lv103 | Toxapex Lv103 | Reuniclus Lv103 | Drapion Lv103,Sableye Lv103 | Tangrowth Lv103 | Blissey Lv103 | Toxapex Lv103 | Reuniclus Lv103 | Drapion Lv103
527,Biker Goon,hardcore|normal,1,Three Island [stage=17],Overqwil Lv102 | Dusknoir Lv103,Overqwil Lv102 | Dusknoir Lv103
528,Biker Goon,hardcore|normal,1,Three Island [stage=17],Grimmsnarl Lv101 | Flygon Lv103 | Kleavor Lv101,Grimmsnarl Lv101 | Flygon Lv103 | Kleavor Lv102
529,Biker Goon,hardcore|normal,1,Three Island [stage=17],Avalugg Lv101 | Braviary Lv102 | Sharpedo Lv103,Avalugg Lv101 | Braviary Lv102 | Sharpedo Lv103
531,Bug Catcher Anthony,hardcore|normal,2,Viridian Forest [stage=0]; Viridian Forest Heart [stage=0],Cascoon Lv7 | Surskit Lv7,Cascoon Lv7 | Surskit Lv7
532,Bug Catcher Charlie,hardcore|normal,1,Viridian Forest [stage=0],Rellor Lv8 | Spewpa Lv9 | Metapod Lv8,Rellor Lv8 | Spewpa Lv9 | Metapod Lv8
534,Youngster Johnson,hardcore|normal,1,Pokemon Mansion 1F [stage=11],Arbok Lv71 | Grimmsnarl Lv71 | Houndstone Lv71,Arbok Lv71 | Grimmsnarl Lv71 | Houndstone Lv71
535,Biker Ricardo,hardcore|normal,1,Route 8 [stage=3],Weezing Lv35 | Weezing Lv34 | Salazzle Lv34,Weezing Lv35 | Weezing Lv34 | Salazzle Lv34
536,Biker Jaren,hardcore|normal,1,Route 8 [stage=3],Muk Lv35 | Garbodor Lv35,Muk Lv35 | Garbodor Lv35
546,SwimmerF Amara,hardcore|normal,1,Treasure Beach [stage=17],Milotic Lv103 | Milotic Lv102 | Dewgong Lv103,Milotic Lv103 | Milotic Lv102 | Dewgong Lv103
547,SwimmerF Maria,hardcore|normal,1,Kindle Road [stage=17],Inteleon Lv103 | Dragalge Lv102 | Starmie Lv102 | Basculegion Lv103,Inteleon Lv103 | Dragalge Lv102 | Starmie Lv102 | Basculegion Lv103
548,SwimmerF Abigail,hardcore|normal,1,Kindle Road [stage=17],Azumarill Lv103 | Octillery Lv102 | Golisopod Lv103 | Wishiwashi Lv103,Azumarill Lv103 | Octillery Lv102 | Golisopod Lv103 | Wishiwashi Lv103
549,SwimmerM Finn,hardcore|normal,1,Kindle Road [stage=17],Overqwil Lv103 | Barraskewda Lv101 | Cloyster Lv102 | Drednaw Lv103,Overqwil Lv103 | Barraskewda Lv101 | Cloyster Lv102 | Drednaw Lv103
550,SwimmerM Garrett,hardcore|normal,1,Kindle Road [stage=17],Mantine Lv103 | Milotic Lv101 | Greninja Lv101 | Lapras Lv103,Mantine Lv103 | Milotic Lv101 | Greninja Lv101 | Lapras Lv103
551,Fisherman Tommy,hardcore|normal,1,Kindle Road [stage=17],Basculegion Lv103 | Gyarados Lv101 | Slowbro Lv103 | Slowbro Lv103,Basculegion Lv103 | Gyarados Lv101 | Slowbro Lv103 | Slowbro Lv103
552,Crush Girl Tanya,hardcore|normal,1,Kindle Road [stage=17],Pangoro Lv103 | Bewear Lv103 | Ursaring Lv103 | Tauros Lv103,Pangoro Lv103 | Bewear Lv103 | Ursaring Lv103 | Tauros Lv103
553,Black Belt Shea,hardcore|normal,1,Kindle Road [stage=17],Decidueye Lv103 | Probopass Lv103 | Conkeldurr Lv103 | Dodrio Lv103,Decidueye Lv103 | Probopass Lv103 | Conkeldurr Lv103 | Dodrio Lv103
554,Black Belt Hugh,hardcore|normal,1,Kindle Road [stage=17],Heracross Lv103 | Medicham Lv103 | Tyrantrum Lv103,Heracross Lv103 | Medicham Lv103 | Tyrantrum Lv103
555,Camper Bryce,hardcore|normal,1,Kindle Road [stage=17],Bisharp Lv102 | Floatzel Lv101 | Butterfree Lv103 | Magnezone Lv103 | Delphox Lv102,Bisharp Lv102 | Floatzel Lv101 | Butterfree Lv103 | Magnezone Lv103 | Delphox Lv102
556,Picnicker Claire,hardcore|normal,1,Kindle Road [stage=17],Alakazam Lv102 | Indeedee Lv101 | Dugtrio Lv103 | Lucario Lv103,Alakazam Lv102 | Indeedee Lv101 | Dugtrio Lv103 | Lucario Lv103
557,Crush Kin Mik & Kia,hardcore|normal,1,Kindle Road [stage=17],Infernape Lv103 | Grapploct Lv101 | Metagross Lv102 | Lycanroc Lv103,Infernape Lv103 | Grapploct Lv101 | Metagross Lv102 | Lycanroc Lv103
558,Aroma Lady Violet,hardcore|normal,1,Bond Bridge [stage=17],Flapple Lv103 | Arcanine Lv102 | Excadrill Lv103 | Chandelure Lv103 | Primarina Lv103,Flapple Lv103 | Arcanine Lv102 | Excadrill Lv103 | Chandelure Lv103 | Primarina Lv103
559,Tuber Alexis,hardcore|normal,1,Bond Bridge [stage=17],Carracosta Lv103 | Kingler Lv103 | Slowbro Lv103 | Lanturn Lv103 | Hydreigon Lv103,Carracosta Lv103 | Kingler Lv103 | Slowbro Lv103 | Lanturn Lv103 | Hydreigon Lv103
560,Twins Joy & Meg,hardcore|normal,1,Bond Bridge [stage=17],Empoleon Lv103 | Granbull Lv102 | Volbeat Lv103 | Illumise Lv103 | Minun Lv103 | Plusle Lv103,Empoleon Lv103 | Granbull Lv102 | Volbeat Lv103 | Illumise Lv103 | Minun Lv103 | Plusle Lv103
561,SwimmerF Tisha,hardcore|normal,1,Bond Bridge [stage=17],Pelipper Lv103 | Golduck Lv103 | Vaporeon Lv103 | Jolteon Lv103 | Noivern Lv103,Pelipper Lv103 | Golduck Lv103 | Vaporeon Lv103 | Jolteon Lv103 | Noivern Lv103
592,Crush Girl Jocelyn,hardcore|normal,1,Mt Ember Exterior [stage=17],Dudunsparce Lv103 | Archeops Lv103 | Togekiss Lv103 | Huntail Lv103,Dudunsparce Lv103 | Archeops Lv103 | Togekiss Lv103 | Huntail Lv103
595,Gatekeeper Logan,hardcore|normal,1,Mt Ember Exterior [stage=17],Yanmega Lv103 | Arcanine Lv102 | Altaria Lv103 | Feraligatr Lv103,Yanmega Lv103 | Arcanine Lv102 | Altaria Lv103 | Feraligatr Lv103
597,PkMn Ranger Beth,hardcore|normal,1,Mt Ember Exterior [stage=17],Scizor Lv103 | Haxorus Lv102 | Golem Lv102 | Manectric Lv103,Scizor Lv103 | Haxorus Lv102 | Golem Lv102 | Manectric Lv103
742,Cue Ball Paxton,hardcore|normal,1,Three Island [stage=17],Emboar Lv103 | Centiskorch Lv103 | Goodra Lv103 | Hawlucha Lv103,Emboar Lv103 | Centiskorch Lv103 | Goodra Lv103 | Hawlucha Lv103
2001,Ghost,hardcore|normal,1,Pokemon Tower 6F [stage=6],Marowak Lv58,Marowak Lv58
